question_id,system_declared,system_code,discipline_code,discipline_name,topic_declared,subtopic_declared,learning_objective_declared,keywords,difficulty_declared,integrative_declared,integrated_disciplines_declared,clinical_correlation_declared,has_image,editorial_status,curricular_mapping_status,medical_audit_status
CB-FISI-009,REPRO,REPRO,FISI,Fisiologia,Ciclo menstrual,Pico de LH e ovulação,"Estrogênio alto e sustentado faz feedback positivo e gera o pico de LH, que desencadeia a ovulação.",ciclo menstrual | pico de LH | ovulação | feedback positivo | estrogênio,intermediaria,False,,False,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-010,DIG,DIG,FISI,Fisiologia,Secreção gástrica,Célula parietal e bomba de prótons,"A etapa final da acidez gástrica é a bomba H+/K+-ATPase da célula parietal, alvo dos inibidores de bomba de prótons.",célula parietal | bomba de prótons | H+/K+-ATPase | secreção ácida | inibidor de bomba de prótons,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-011,ENDO,ENDO,FISI,Fisiologia,Ação da insulina,Translocação de GLUT4,Insulina promove a translocação de GLUT4 no músculo e no tecido adiposo. O cérebro capta glicose por transportadores independentes de insulina.,insulina | GLUT4 | translocação | captação de glicose | tecido-alvo,intermediaria,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-012,RESP,RESP,FISI,Fisiologia,Equilibrio acido-base,Acidose respiratoria,Reter CO2 = acidose respiratoria; compensacao renal (retencao de bicarbonato) ao longo de dias.,acidose respiratoria | CO2 | bicarbonato | compensacao renal | pH,avancada,True,FISI | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-013,RENAL,RENAL,FISI,Fisiologia,SRAA,Renina-angiotensina-aldosterona,"SRAA: renina, angiotensina I, angiotensina II (vasoconstricao + aldosterona), retencao de sodio e agua, eleva a pressao.",SRAA | renina | angiotensina II | aldosterona | pressao arterial,intermediaria,True,FISI | FARM,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-014,NERV,NERV,FISI,Fisiologia,Sistema nervoso autonomo,Simpatico e parassimpatico,"Simpatico = luta ou fuga (taquicardia, midriase, broncodilatacao); parassimpatico = repouso e digestao.",simpatico | parassimpatico | luta ou fuga | autonomo | midriase,intermediaria,True,FISI | FARM,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-015,CARDIO,CARDIO,FISI,Fisiologia,Debito cardiaco,Frank-Starling,Frank-Starling: mais enchimento (pre-carga) estira as fibras e aumenta a forca e o volume ejetado.,Frank-Starling | pre-carga | debito cardiaco | contratilidade | retorno venoso,intermediaria,True,FISI | SEMIO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-016,DIG,DIG,FISI,Fisiologia,Secrecao gastrica,Fase cefalica,"Fase cefalica: visao e cheiro da comida estimulam, pelo vago, a secrecao acida antes da chegada do alimento.",fase cefalica | nervo vago | secrecao gastrica | gastrina | celula parietal,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-017,RENAL,RENAL,FISI,Fisiologia,Filtracao glomerular,Clearance,Clearance = volume de plasma depurado por tempo; o de creatinina estima a filtracao glomerular.,clearance | creatinina | filtracao glomerular | funcao renal | depuracao,avancada,True,FISI | FARM,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-018,RESP,RESP,FISI,Fisiologia,Relacao ventilacao-perfusao,Espaco morto e shunt,Ventilacao sem perfusao (embolia) = V/Q alto (espaco morto); perfusao sem ventilacao = V/Q baixo (shunt).,relacao V/Q | espaco morto | shunt | embolia pulmonar | hipoxemia,avancada,True,FISI | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-019,ENDO,ENDO,FISI,Fisiologia,Eixo hipotalamo-hipofise-adrenal,Cortisol,"Eixo HHA: CRH, ACTH, cortisol, com feedback negativo. A medula faz catecolaminas, nao cortisol.",eixo HHA | cortisol | ACTH | CRH | feedback negativo,intermediaria,True,FISI | FARM,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-020,NERV,NERV,FISI,Fisiologia,Arco reflexo,Reflexo patelar,"Arco reflexo: receptor, neuronio sensitivo, medula, neuronio motor, musculo, sem passar pelo cerebro.",arco reflexo | reflexo patelar | fuso muscular | medula | neuronio motor,basica,True,FISI | SEMIO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-021,CARDIO,CARDIO,FISI,Fisiologia,Regulacao da pressao,Reflexo barorreceptor,Reflexo barorreceptor: sensores detectam a queda da pressao e o sistema nervoso acelera o coracao e vasoconstringe.,barorreceptor | pressao arterial | hipotensao ortostatica | simpatico | seio carotideo,intermediaria,True,FISI | SEMIO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-022,DIG,DIG,FISI,Fisiologia,Absorcao,Fator intrinseco e vitamina B12,Fator intrinseco (celulas parietais) liga a B12 para absorcao no ileo; sua falta causa anemia perniciosa.,fator intrinseco | vitamina B12 | celulas parietais | anemia perniciosa | ileo,intermediaria,True,FISI | BIOQ,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-023,RENAL,RENAL,FISI,Fisiologia,Equilibrio do potassio,Aldosterona,Aldosterona faz o rim excretar potassio; bloquea-la (espironolactona) retem potassio e causa hipercalemia.,aldosterona | potassio | hipercalemia | espironolactona | tubulo renal,avancada,True,FISI | FARM,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-024,NERV,NERV,FISI,Fisiologia,Termorregulacao,Febre e set-point,Pirogenios elevam o set-point hipotalamico; o corpo gera calor (calafrios) ate a nova temperatura (febre).,febre | set-point | hipotalamo | pirogenio | calafrio,intermediaria,True,FISI | IMUN,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-025,DIG,DIG,FISI,Fisiologia,Digestao de gorduras,Bile,Bile emulsifica gorduras (sais biliares) para a lipase agir; sua falta causa esteatorreia.,bile | sais biliares | emulsificacao | esteatorreia | lipase,intermediaria,True,FISI | BIOQ,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-026,CARDIO,CARDIO,FISI,Fisiologia,Sistema de conducao,No sinusal,"Impulso nasce no no sinusal (marca-passo), vai ao no AV (retardo) e ao His-Purkinje (ventriculos).",no sinusal | marca-passo | no atrioventricular | His-Purkinje | bradicardia,intermediaria,True,FISI | SEMIO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-027,RESP,RESP,FISI,Fisiologia,Volumes pulmonares,Volume residual,Volume corrente = respiracao normal; volume residual = ar que fica apos expiracao maxima (nao expelivel).,volume corrente | volume residual | capacidade vital | espirometria | volumes pulmonares,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-028,DIG,DIG,FISI,Fisiologia,Motilidade,Peristalse,Peristalse: contracao atras e relaxamento a frente do bolo (plexo mienterico); independe da gravidade.,peristalse | motilidade | plexo mienterico | esofago | musculo liso,basica,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-029,LOCO,LOCO,FISI,Fisiologia,Juncao neuromuscular,Acetilcolina,"Juncao neuromuscular: o nervo libera acetilcolina, que ativa receptores no musculo e desencadeia a contracao.",juncao neuromuscular | acetilcolina | receptor nicotinico | miastenia gravis | placa motora,intermediaria,True,FISI | BIOQ,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-030,REPRO,REPRO,FISI,Fisiologia,Eixo reprodutor,GnRH pulsatil,"Eixo HHG: GnRH pulsatil (hipotalamo), FSH e LH (hipofise), hormonios sexuais (gonadas), com feedback.",eixo HHG | GnRH | FSH | LH | hormonios sexuais,intermediaria,True,FISI | SEMIO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-031,TEG,TEG,FISI,Fisiologia,Termorregulacao,Dissipacao de calor,Dissipacao de calor: vasodilatacao cutanea (leva calor a superficie) e evaporacao do suor (resfria).,termorregulacao | vasodilatacao cutanea | suor | evaporacao | hipertermia,basica,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-032,CARDIO,CARDIO,FISI,Fisiologia,Pos-carga,Hipertrofia ventricular,"Hipertensao aumenta a pos-carga; o ventriculo engrossa (hipertrofia concentrica), que a longo prazo falha.",pos-carga | hipertrofia ventricular | hipertensao | hipertrofia concentrica | insuficiencia cardiaca,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-033,CARDIO,CARDIO,FISI,Fisiologia,Potencial de ação cardíaco,Período refratário,O longo período refratário cardíaco impede tetania e garante relaxamento e enchimento entre batimentos.,periodo refratario | potencial de acao cardiaco | tetania | enchimento diastolico | platô,avancada,True,FISI | PATO,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-034,RESP,RESP,FISI,Fisiologia,Controle da respiração,Quimiorreceptores periféricos,"A hipóxia é detectada pelos quimiorreceptores periféricos (carotídeos/aórticos), que aumentam a ventilação.",quimiorreceptores perifericos | corpo carotideo | hipoxia | ventilacao | controle da respiracao,basica,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-035,RESP,RESP,FISI,Fisiologia,Transporte de gases,Curva de dissociação da hemoglobina,Desvio da curva para a direita = menor afinidade = mais liberação de O2 aos tecidos (efeito Bohr).,"curva de dissociacao | hemoglobina | efeito Bohr | afinidade | 2,3-BPG",intermediaria,True,FISI | BIOQ,False,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-036,RENAL,RENAL,FISI,Fisiologia,Autorregulação renal,Feedback tubuloglomerular,"Feedback tubuloglomerular: a mácula densa sente o sódio e ajusta a arteríola aferente, estabilizando a TFG.",feedback tubuloglomerular | macula densa | arteriola aferente | TFG | autorregulacao renal,avancada,True,FISI | ANAT,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-037,CARDIO,CARDIO,FISI,Fisiologia,Débito cardíaco,Lei de Frank-Starling,Frank-Starling: maior pré-carga (enchimento) estira as fibras e aumenta a força de contração e o volume ejetado.,Frank-Starling | pre-carga | volume sistolico | retorno venoso | contratilidade,intermediaria,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-038,DIG,DIG,FISI,Fisiologia,Secreção gástrica,Ácido clorídrico e gastrina,"A secreção de HCl pelas células parietais é estimulada por gastrina, vago (acetilcolina) e histamina.",celula parietal | HCl | gastrina | histamina | bomba de protons,basica,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-039,NERV,NERV,FISI,Fisiologia,Condução do impulso,Mielina e condução saltatória,"A mielina isola o axônio e permite a condução saltatória (nós de Ranvier), acelerando o impulso.",mielina | conducao saltatoria | no de Ranvier | esclerose multipla | axonio,intermediaria,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-040,RENAL,RENAL,FISI,Fisiologia,Equilíbrio ácido-base,Sistema tampão bicarbonato,Tampão bicarbonato: HCO3- neutraliza ácidos; pulmão ajusta CO2 (rápido) e rim ajusta HCO3- (lento) para manter o pH.,equilibrio acido-base | bicarbonato | pH | CO2 | compensacao renal,avancada,True,FISI | BIOQ,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-041,HEMATO,HEMATO,FISI,Fisiologia,Hemostasia,Cascata de coagulação,"Cascata de coagulação: os fatores ativam a trombina, que converte fibrinogênio em fibrina (rede do coágulo).",coagulacao | trombina | fibrina | fibrinogenio | hemostasia,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-042,LOCO,LOCO,FISI,Fisiologia,Contração muscular,Acoplamento excitação-contração,"Acoplamento excitação-contração: o potencial de ação libera cálcio do retículo, que expõe a actina e permite a contração.",acoplamento excitacao-contracao | calcio | reticulo sarcoplasmatico | actina | miosina,intermediaria,False,,False,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-043,RENAL,RENAL,FISI,Fisiologia,Regulação da água,Hormônio antidiurético (ADH),"ADH: liberado quando a osmolaridade sobe, aumenta a reabsorção de água no rim e concentra a urina.",ADH | vasopressina | osmolaridade | aquaporina | diabetes insipidus,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-044,NERV,NERV,FISI,Fisiologia,Fisiologia sensorial,Fototransdução,Fototransdução: fotorreceptores (bastonetes/cones) com pigmentos (rodopsina) convertem luz em sinal elétrico na retina.,fototransducao | bastonetes | cones | rodopsina | vitamina A,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-045,CARDIO,CARDIO,FISI,Fisiologia,Circulação coronária,Oferta e demanda de O2,"Angina: no esforço a demanda de O2 do miocárdio sobe, mas a coronária estreitada não eleva a oferta (isquemia).",circulacao coronaria | demanda de oxigenio | isquemia | angina | placa,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-046,DIG,DIG,FISI,Fisiologia,Deglutição,Fases da deglutição,"Na fase faríngea da deglutição, a epiglote fecha a via aérea e a respiração cessa, evitando a aspiração.",degluticao | fase faringea | epiglote | aspiracao | reflexo,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-047,ENDO,ENDO,FISI,Fisiologia,Adrenal,Cortisol e resposta ao estresse,"Cortisol (adrenal): eleva a glicose, mobiliza energia e modula a inflamação, na resposta ao estresse.",cortisol | adrenal | gliconeogenese | estresse | Cushing,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-048,NERV,NERV,FISI,Fisiologia,Sistema nervoso autônomo,Simpático versus parassimpático,SNA: simpático = 'luta ou fuga' (ação); parassimpático = 'repouso e digestão'. Efeitos em geral opostos.,sistema nervoso autonomo | simpatico | parassimpatico | luta ou fuga | repouso e digestao,basica,False,,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-049,RENAL,RENAL,FISI,Fisiologia,Reabsorção tubular,Limiar renal de glicose,"Glicosúria: quando a glicemia excede o limiar renal, a reabsorção tubular satura e o excesso de glicose vai para a urina.",limiar renal | glicosuria | reabsorcao tubular | transporte maximo | diabetes,intermediaria,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-050,REPRO,REPRO,FISI,Fisiologia,Gestação,hCG e manutenção inicial,hCG: mantém o corpo lúteo (progesterona) e sustenta o endométrio no início da gestação; é o que os testes detectam.,hCG | corpo luteo | progesterona | gestacao | endometrio,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-051,HEMATO,HEMATO,FISI,Fisiologia,Hematopoese,Eritropoetina,"O rim produz eritropoetina (EPO), que estimula a medula a fazer hemácias; na doença renal crônica, a falta de EPO causa anemia.",eritropoetina | EPO | hipoxia | doenca renal cronica | anemia,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-052,TEG,TEG,FISI,Fisiologia,Pele,Função de barreira,A pele é barreira contra perda de água e entrada de microrganismos; sua destruição (queimadura) causa perda de líquido e infecção.,barreira cutanea | perda insensivel | queimadura | infeccao | epiderme,intermediaria,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-053,REPRO,REPRO,FISI,Fisiologia,Eixo reprodutor masculino,Testosterona e espermatogênese,Eixo masculino: LH → Leydig (testosterona); FSH → Sertoli (espermatogênese); testosterona/inibina fazem feedback negativo.,eixo HHG | testosterona | LH | FSH | celulas de Leydig,intermediaria,False,,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-054,HEMATO,HEMATO,FISI,Fisiologia,Grupos sanguíneos,Sistema ABO,ABO: antígenos nas hemácias (A/B) + anticorpos no plasma; transfusão incompatível causa hemólise das hemácias doadas.,sistema ABO | antigeno | anticorpo | transfusao | reacao hemolitica,intermediaria,True,FISI | IMUN,False,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-055,RENAL,RENAL,FISI,Fisiologia,Micção,Reflexo da micção,Micção: reflexo medular esvazia a bexiga cheia; o cérebro inibe/permite o reflexo (controle voluntário).,miccao | reflexo | bexiga | detrusor | bexiga neurogenica,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-056,LOCO,LOCO,FISI,Fisiologia,Fibras musculares,Tipo I e tipo II,"Fibras tipo I: lentas, oxidativas, resistentes à fadiga. Tipo II: rápidas, glicolíticas, potentes, fatigáveis.",fibra tipo I | fibra tipo II | oxidativo | glicolitico | fadiga,intermediaria,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-057,ENDO,ENDO,FISI,Fisiologia,Tireoide,Efeitos dos hormônios tireoidianos,"T3/T4 aumentam o metabolismo basal e a atividade dos órgãos; o excesso causa perda de peso, taquicardia e calor.",hormonios tireoidianos | T3 | T4 | metabolismo basal | hipertireoidismo,intermediaria,False,,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-058,RENAL,RENAL,FISI,Fisiologia,Regulação do volume,Peptídeo natriurético,"Peptídeos natriuréticos (ANP/BNP): liberados na distensão cardíaca, aumentam a excreção de sódio e água, reduzindo o volume.",peptideo natriuretico | ANP | BNP | natriurese | insuficiencia cardiaca,avancada,True,FISI | PATO,True,True,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-059,NERV,NERV,FISI,Fisiologia,Cerebelo,Coordenação motora,"O cerebelo coordena movimento, equilíbrio e postura, refinando a força e o tempo; sua lesão causa ataxia.",cerebelo | coordenacao | ataxia | equilibrio | dismetria,basica,False,,True,False,draft,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-060,Renal/Urinário,RENAL,FISI,Fisiologia,Regulação hidroeletrolítica,Potássio,"Entender que o potássio sérico reflete distribuição entre compartimentos, e que a bomba Na/K desloca K+ para dentro das células.",potassio | hipocalemia | bomba sodio potassio | distribuicao transcelular,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-061,Cardiovascular,CARDIO,FISI,Fisiologia,Débito cardíaco,Mecanismo de Frank-Starling,Compreender o mecanismo de Frank-Starling como ajuste intrínseco da força à pré-carga.,frank-starling | pre-carga | debito cardiaco | volume sistolico,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-062,Respiratório,RESP,FISI,Fisiologia,Transporte de gases,Curva de dissociação da hemoglobina,Interpretar os deslocamentos da curva de dissociação da hemoglobina e o efeito Bohr.,hemoglobina | curva de dissociacao | efeito bohr | afinidade oxigenio,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-063,Endócrino,ENDO,FISI,Fisiologia,Eixos hormonais,Feedback negativo,Compreender o feedback negativo do eixo HHA e a atrofia adrenal por supressão do ACTH.,feedback negativo | eixo HHA | cortisol | ACTH | atrofia adrenal,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-064,Digestivo,DIG,FISI,Fisiologia,Motilidade gastrointestinal,Peristaltismo,"Compreender o peristaltismo como motor ativo do trânsito digestivo, independente da gravidade.",peristaltismo | motilidade | esofago | musculo liso,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-065,Renal/Urinário,RENAL,FISI,Fisiologia,Filtração glomerular,Regulação da TFG,Compreender a regulação da TFG pelas arteríolas aferente e eferente e o papel da angiotensina II.,taxa de filtracao glomerular | arteriola eferente | angiotensina II | autorregulacao,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-066,Respiratório,RESP,FISI,Fisiologia,Relação ventilação-perfusão,Efeito shunt,Diferenciar efeito shunt (perfusão sem ventilação) de espaço morto e entender a hipoxemia resultante.,efeito shunt | ventilacao-perfusao | hipoxemia | V/Q,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-067,Nervoso,NERV,FISI,Fisiologia,Potencial de ação,Período refratário,Relacionar o período refratário absoluto à inativação dos canais de sódio voltagem-dependentes.,periodo refratario | canal de sodio | potencial de acao | inativacao,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-068,Endócrino,ENDO,FISI,Fisiologia,Regulação do cálcio,PTH e calcemia,"Compreender o papel do PTH na correção da hipocalcemia por ações no osso, rim e intestino (via vitamina D).",paratormonio | PTH | calcio | vitamina D | calcitonina,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-069,Hematopoético,HEMATO,FISI,Fisiologia,Hemostasia,Hemostasia primária,Reconhecer o papel das plaquetas na hemostasia primária e a formação do tampão plaquetário.,plaquetas | hemostasia primaria | tampao plaquetario | adesao,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-070,Tegumentar,TEG,FISI,Fisiologia,Termorregulação,Respostas ao calor,Compreender a vasodilatação cutânea e a sudorese como respostas de perda de calor.,termorregulacao | vasodilatacao | sudorese | perda de calor,basica,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-071,Respiratório,RESP,FISI,Fisiologia,Equilíbrio ácido-base,Compensação respiratória,Compreender a compensação respiratória da acidose metabólica pela eliminação de CO2.,equilibrio acido-base | acidose metabolica | compensacao respiratoria | CO2,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-072,REPRO,REPRO,FISI,Fisiologia,Ciclo menstrual,Ovulação e pico de LH,Compreender o pico de LH e o feedback positivo do estrogênio como mecanismo da ovulação.,pico de LH | ovulacao | feedback positivo | estrogenio | ciclo menstrual,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-073,NERV,NERV,FISI,Fisiologia,Sistema nervoso autônomo,Simpático x parassimpático,Reconhecer o padrão simpático de 'luta ou fuga' e seu sentido funcional.,simpatico | luta ou fuga | sistema nervoso autonomo | parassimpatico,intermediaria,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-074,RENAL,RENAL,FISI,Fisiologia,Regulação hidroeletrolítica,ADH e concentração urinária,Relacionar o ADH à reabsorção de água e à concentração da urina na desidratação.,ADH | vasopressina | aquaporina | concentracao urinaria,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-075,LOCO,LOCO,FISI,Fisiologia,Contração muscular,Acoplamento excitação-contração,Compreender o papel do cálcio (do retículo sarcoplasmático) no acoplamento excitação-contração.,calcio | retículo sarcoplasmatico | troponina | acoplamento excitacao-contracao,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-076,DIG,DIG,FISI,Fisiologia,Secreções digestivas,Ácido gástrico e proteção da mucosa,Compreender a barreira de muco e bicarbonato como proteção da mucosa gástrica contra o ácido.,barreira mucosa | muco e bicarbonato | acido gastrico | ulcera,intermediaria,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-077,CARDIO,CARDIO,FISI,Fisiologia,Débito cardíaco,Lei de Frank-Starling,Compreender a lei de Frank-Starling: enchimento maior gera contração mais forte.,frank-starling | pre-carga | debito cardiaco | forca de contracao,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-078,RESP,RESP,FISI,Fisiologia,Transporte de gases,Curva de dissociação da hemoglobina,Compreender o efeito Bohr e o desvio para a direita da curva de dissociação da hemoglobina.,efeito bohr | curva de dissociacao | hemoglobina | afinidade,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-079,RENAL,RENAL,FISI,Fisiologia,Filtração glomerular,Barreira de filtração,Compreender a seletividade da barreira de filtração glomerular por tamanho e carga.,barreira de filtracao | glomerulo | podocitos | seletividade,avancada,False,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
CB-FISI-080,ENDO,ENDO,FISI,Fisiologia,Eixos hormonais,Feedback negativo (tireoide),Compreender o feedback negativo na regulação dos eixos hormonais (exemplo da tireoide).,feedback negativo | eixo tireoidiano | TSH | homeostase,avancada,True,,NAO_DECLARADA,False,NAO_DECLARADO,PENDENTE_VALIDACAO_SEMANTICA,LEGADO_NAO_AUDITADO
